Vol;Compagnie;Heure_Arrivee;Passagers;Taux_Transit;Temps_Escale_Min;Passagers_Transit;Passagers_Terminus
KP994;ASKY Airlines;01:35;178;0.28;30;50;128
TK370;Turkish Airlines;21:45;326;0.3;50;98;228
AS998;ASKY Airlines;19:30;97;0.22;30;21;76
HF910;Air C̫te d'Ivoire;18:15;204;0.58;40;118;86
ET658;Ethiopian Airlines;05:30;232;0.26;150;60;172
2J198;Air Burkina;09:00;148;0.15;60;22;126
AS293;ASKY Airlines;12:25;225;0.35;105;79;146
ET256;Ethiopian Airlines;01:40;124;0.52;40;64;60
TK765;Turkish Airlines;09:10;99;0.27;45;27;72
ET214;Ethiopian Airlines;09:15;326;0.44;120;143;183
ET495;Ethiopian Airlines;04:35;282;0.23;30;65;217
AF869;Air France;21:55;88;0.48;120;42;46
ET756;Ethiopian Airlines;03:20;259;0.45;35;117;142
ET902;Ethiopian Airlines;22:20;235;0.46;75;108;127
ET621;Ethiopian Airlines;01:00;98;0.44;90;43;55
SN979;Brussels Airlines;06:25;182;0.14;30;25;157
AS844;ASKY Airlines;17:05;325;0.58;105;188;137
KP632;ASKY Airlines;16:00;164;0.4;60;66;98
TK114;Turkish Airlines;10:25;313;0.28;30;88;225
HF518;Air C̫te d'Ivoire;20:20;214;0.15;45;32;182
ET467;Ethiopian Airlines;17:20;116;0.52;45;60;56
ET737;Ethiopian Airlines;07:40;171;0.36;75;62;109
KP952;ASKY Airlines;11:55;96;0.14;30;13;83
KP799;ASKY Airlines;23:45;169;0.6;120;101;68
ET783;Ethiopian Airlines;00:45;244;0.11;105;27;217
AS858;ASKY Airlines;19:10;332;0.36;30;120;212
ET104;Ethiopian Airlines;20:00;160;0.42;120;67;93
KP300;ASKY Airlines;11:35;263;0.65;40;171;92
TK984;Turkish Airlines;05:55;328;0.13;30;43;285
2J501;Air Burkina;02:20;294;0.42;30;123;171
AF248;Air France;04:50;237;0.34;45;81;156
ET683;Ethiopian Airlines;13:20;258;0.2;35;52;206
AS325;ASKY Airlines;11:35;99;0.62;105;61;38
AT685;Royal Air Maroc;12:35;226;0.52;30;118;108
AF918;Air France;12:50;147;0.52;40;76;71
KP860;ASKY Airlines;16:05;156;0.59;35;92;64
SN891;Brussels Airlines;23:10;181;0.49;30;89;92
AT251;Royal Air Maroc;14:45;219;0.35;150;77;142
TK323;Turkish Airlines;05:45;152;0.28;105;43;109
AF603;Air France;11:00;286;0.47;50;134;152
ET836;Ethiopian Airlines;01:10;292;0.41;150;120;172
AS143;ASKY Airlines;03:55;158;0.38;60;60;98
SN796;Brussels Airlines;19:15;192;0.4;90;77;115
HF603;Air C̫te d'Ivoire;20:50;332;0.44;75;146;186
KP340;ASKY Airlines;11:30;212;0.63;75;134;78
AS942;ASKY Airlines;02:40;276;0.5;105;138;138
KP821;ASKY Airlines;16:55;104;0.16;40;17;87
AT122;Royal Air Maroc;05:20;180;0.33;120;59;121
2J735;Air Burkina;23:55;324;0.46;90;149;175
AS142;ASKY Airlines;16:00;110;0.16;60;18;92
ET565;Ethiopian Airlines;16:05;335;0.61;90;204;131
AS402;ASKY Airlines;10:45;285;0.1;45;28;257
TK780;Turkish Airlines;22:05;147;0.42;30;62;85
HF274;Air C̫te d'Ivoire;06:40;294;0.64;150;188;106
HF631;Air C̫te d'Ivoire;01:45;201;0.49;40;98;103
ET560;Ethiopian Airlines;18:30;125;0.46;120;58;67
KP292;ASKY Airlines;01:05;148;0.65;40;96;52
AS935;ASKY Airlines;21:00;106;0.53;30;56;50
AS839;ASKY Airlines;12:20;250;0.63;50;158;92
HF135;Air C̫te d'Ivoire;23:55;324;0.47;60;152;172
AT656;Royal Air Maroc;23:00;328;0.45;105;148;180
2J997;Air Burkina;15:40;81;0.51;90;41;40
2J639;Air Burkina;16:10;99;0.16;45;16;83
ET253;Ethiopian Airlines;10:05;336;0.53;60;178;158
AT122;Royal Air Maroc;08:25;328;0.63;40;207;121
TK818;Turkish Airlines;23:10;232;0.42;30;97;135
HF190;Air C̫te d'Ivoire;08:20;216;0.06;105;13;203
AS458;ASKY Airlines;13:45;301;0.09;90;27;274
ET649;Ethiopian Airlines;12:35;290;0.19;60;55;235
KP327;ASKY Airlines;10:45;268;0.34;40;91;177
TK301;Turkish Airlines;11:05;311;0.3;150;93;218
ET449;Ethiopian Airlines;21:55;215;0.64;50;138;77
KP865;ASKY Airlines;02:20;95;0.62;105;59;36
AF137;Air France;00:50;193;0.29;75;56;137
ET832;Ethiopian Airlines;07:35;343;0.53;35;182;161
AS798;ASKY Airlines;18:00;152;0.43;60;65;87
KP970;ASKY Airlines;12:45;303;0.2;105;61;242
AF725;Air France;06:45;113;0.61;150;69;44
ET871;Ethiopian Airlines;12:50;324;0.21;150;68;256
AT616;Royal Air Maroc;05:55;317;0.57;120;181;136
ET167;Ethiopian Airlines;02:55;97;0.43;30;42;55
HF839;Air C̫te d'Ivoire;05:15;123;0.42;50;52;71
ET222;Ethiopian Airlines;02:20;222;0.55;105;122;100
ET784;Ethiopian Airlines;12:45;94;0.35;40;33;61
HF435;Air C̫te d'Ivoire;12:55;172;0.56;40;96;76
KP878;ASKY Airlines;12:50;294;0.38;120;112;182
KP261;ASKY Airlines;00:10;328;0.64;105;210;118
AS475;ASKY Airlines;07:55;150;0.45;40;68;82
AT542;Royal Air Maroc;04:05;188;0.27;150;51;137
ET522;Ethiopian Airlines;19:55;239;0.51;105;122;117
AF637;Air France;16:10;250;0.36;120;90;160
KP903;ASKY Airlines;08:50;92;0.53;40;49;43
KP800;ASKY Airlines;12:20;299;0.55;90;164;135
AS733;ASKY Airlines;12:30;264;0.42;120;111;153
AS158;ASKY Airlines;04:05;288;0.57;105;164;124
ET195;Ethiopian Airlines;13:30;185;0.29;40;54;131
AS453;ASKY Airlines;10:25;291;0.08;30;23;268
AS235;ASKY Airlines;13:30;311;0.45;105;140;171
SN961;Brussels Airlines;06:30;292;0.51;75;149;143
KP572;ASKY Airlines;23:40;275;0.09;60;25;250
ET731;Ethiopian Airlines;16:30;328;0.51;45;167;161
AT529;Royal Air Maroc;03:55;343;0.43;50;147;196
KP636;ASKY Airlines;09:25;296;0.12;75;36;260
ET953;Ethiopian Airlines;09:45;342;0.37;105;127;215
HF245;Air C̫te d'Ivoire;14:35;249;0.12;60;30;219
TK623;Turkish Airlines;19:30;235;0.24;45;56;179
KP208;ASKY Airlines;11:25;149;0.53;45;79;70
SN522;Brussels Airlines;08:15;313;0.11;120;34;279
ET444;Ethiopian Airlines;02:30;133;0.33;40;44;89
AS833;ASKY Airlines;14:55;249;0.41;35;102;147
ET685;Ethiopian Airlines;11:35;115;0.61;45;70;45
2J593;Air Burkina;14:35;338;0.49;60;166;172
ET432;Ethiopian Airlines;00:55;330;0.13;30;43;287
AS512;ASKY Airlines;14:55;92;0.63;35;58;34
ET713;Ethiopian Airlines;10:15;238;0.34;90;81;157
KP748;ASKY Airlines;04:45;108;0.27;40;29;79
KP241;ASKY Airlines;06:40;136;0.13;30;18;118
KP172;ASKY Airlines;11:10;240;0.61;35;146;94
AS266;ASKY Airlines;19:40;345;0.4;40;138;207
AS665;ASKY Airlines;05:10;309;0.64;35;198;111
KP538;ASKY Airlines;21:30;272;0.15;45;41;231
ET210;Ethiopian Airlines;02:15;187;0.38;45;71;116
AS772;ASKY Airlines;09:20;337;0.12;150;40;297
AS938;ASKY Airlines;20:10;189;0.36;120;68;121
HF630;Air C̫te d'Ivoire;21:05;209;0.58;35;121;88
ET389;Ethiopian Airlines;03:55;202;0.12;30;24;178
AF661;Air France;12:35;195;0.21;40;41;154
AS274;ASKY Airlines;18:30;309;0.46;45;142;167
AS795;ASKY Airlines;04:30;312;0.1;150;31;281
KP438;ASKY Airlines;22:35;313;0.32;60;100;213
AS918;ASKY Airlines;21:00;270;0.25;50;68;202
AS606;ASKY Airlines;17:55;104;0.55;35;57;47
AS180;ASKY Airlines;00:35;245;0.08;45;20;225
AS255;ASKY Airlines;20:45;289;0.57;60;165;124
KP894;ASKY Airlines;20:55;106;0.47;45;50;56
ET531;Ethiopian Airlines;15:20;257;0.23;150;59;198
AS860;ASKY Airlines;15:35;123;0.17;150;21;102
KP580;ASKY Airlines;15:40;151;0.62;75;94;57
ET534;Ethiopian Airlines;21:05;301;0.38;60;114;187
AF618;Air France;18:10;307;0.26;60;80;227
KP782;ASKY Airlines;15:25;312;0.08;120;25;287
AT168;Royal Air Maroc;00:40;347;0.15;35;52;295
ET705;Ethiopian Airlines;19:45;333;0.41;150;137;196
KP974;ASKY Airlines;19:45;242;0.36;75;87;155
HF987;Air C̫te d'Ivoire;09:35;85;0.5;105;42;43
SN285;Brussels Airlines;01:25;126;0.55;60;69;57
AS781;ASKY Airlines;13:20;147;0.29;90;43;104
AS653;ASKY Airlines;07:10;333;0.11;60;37;296
AT112;Royal Air Maroc;05:55;138;0.52;60;72;66
AF765;Air France;02:15;198;0.38;45;75;123
AS397;ASKY Airlines;15:30;265;0.64;60;170;95
KP599;ASKY Airlines;16:30;127;0.53;120;67;60
KP823;ASKY Airlines;11:10;270;0.25;45;68;202
ET755;Ethiopian Airlines;18:15;344;0.31;120;107;237
ET456;Ethiopian Airlines;23:10;251;0.19;60;48;203
KP353;ASKY Airlines;19:05;125;0.36;30;45;80
ET574;Ethiopian Airlines;02:25;222;0.48;75;107;115
AF946;Air France;12:30;325;0.42;35;136;189
AS355;ASKY Airlines;15:15;295;0.26;60;77;218
AS784;ASKY Airlines;10:20;255;0.54;105;138;117
AF249;Air France;19:35;224;0.11;120;25;199
HF587;Air C̫te d'Ivoire;15:40;114;0.14;40;16;98
ET378;Ethiopian Airlines;19:30;211;0.29;45;61;150
ET158;Ethiopian Airlines;01:45;232;0.47;50;109;123
AS212;ASKY Airlines;03:00;127;0.47;90;60;67
AS854;ASKY Airlines;03:50;247;0.27;120;67;180
ET921;Ethiopian Airlines;16:10;257;0.47;60;121;136
KP588;ASKY Airlines;00:50;342;0.09;90;31;311
KP466;ASKY Airlines;00:20;174;0.22;40;38;136
AS428;ASKY Airlines;04:10;309;0.47;40;145;164
AS568;ASKY Airlines;21:00;270;0.16;105;43;227
KP666;ASKY Airlines;11:05;223;0.18;60;40;183
KP819;ASKY Airlines;05:35;243;0.1;90;24;219
KP283;ASKY Airlines;05:30;98;0.27;45;26;72
KP410;ASKY Airlines;16:45;147;0.54;50;79;68
HF892;Air C̫te d'Ivoire;21:10;177;0.55;105;97;80
ET637;Ethiopian Airlines;12:15;86;0.57;75;49;37
AF276;Air France;07:10;256;0.07;50;18;238
AT674;Royal Air Maroc;23:15;285;0.65;75;185;100
ET528;Ethiopian Airlines;11:35;308;0.35;150;108;200
KP946;ASKY Airlines;14:40;198;0.57;105;113;85
ET266;Ethiopian Airlines;18:30;349;0.59;40;206;143
ET324;Ethiopian Airlines;20:40;160;0.36;40;58;102
AF676;Air France;19:40;239;0.08;45;19;220
KP108;ASKY Airlines;16:30;267;0.41;150;109;158
AS809;ASKY Airlines;08:30;267;0.25;120;67;200
AS784;ASKY Airlines;20:35;273;0.17;75;46;227
AS127;ASKY Airlines;17:55;339;0.16;50;54;285
ET907;Ethiopian Airlines;01:45;270;0.39;50;105;165
ET745;Ethiopian Airlines;10:55;185;0.11;45;20;165
KP649;ASKY Airlines;22:55;208;0.54;90;112;96
2J295;Air Burkina;19:10;176;0.19;40;33;143
ET302;Ethiopian Airlines;16:35;143;0.38;35;54;89
KP931;ASKY Airlines;20:00;207;0.13;45;27;180
AS565;ASKY Airlines;17:25;302;0.57;90;172;130
KP998;ASKY Airlines;14:05;183;0.47;45;86;97
AS111;ASKY Airlines;06:30;231;0.17;90;39;192
KP129;ASKY Airlines;15:10;193;0.48;50;93;100
KP137;ASKY Airlines;00:50;134;0.1;105;13;121
KP671;ASKY Airlines;17:45;200;0.51;35;102;98
AS459;ASKY Airlines;21:20;296;0.34;90;101;195
HF754;Air C̫te d'Ivoire;07:45;202;0.12;75;24;178
AS279;ASKY Airlines;06:05;82;0.38;35;31;51
ET896;Ethiopian Airlines;01:00;171;0.17;50;29;142
AS841;ASKY Airlines;11:20;243;0.45;60;109;134
2J543;Air Burkina;15:40;198;0.48;105;95;103
KP244;ASKY Airlines;08:40;140;0.51;150;71;69
KP598;ASKY Airlines;19:30;293;0.59;90;173;120
TK245;Turkish Airlines;10:40;326;0.44;75;143;183
HF540;Air C̫te d'Ivoire;14:15;314;0.35;150;110;204
AT986;Royal Air Maroc;02:10;157;0.56;30;88;69
KP415;ASKY Airlines;22:50;103;0.59;120;61;42
AS751;ASKY Airlines;20:15;180;0.52;40;94;86
AF302;Air France;12:30;330;0.62;30;205;125
SN595;Brussels Airlines;20:35;202;0.64;120;129;73
ET855;Ethiopian Airlines;12:05;294;0.2;60;59;235
ET724;Ethiopian Airlines;01:20;341;0.16;40;55;286
AS812;ASKY Airlines;05:20;202;0.32;35;65;137
AT484;Royal Air Maroc;05:40;331;0.65;120;215;116
AS870;ASKY Airlines;11:10;237;0.1;35;24;213
KP122;ASKY Airlines;03:55;228;0.48;90;109;119
KP857;ASKY Airlines;04:25;144;0.56;30;81;63
ET438;Ethiopian Airlines;22:45;83;0.65;105;54;29
KP922;ASKY Airlines;07:55;253;0.42;75;106;147
KP465;ASKY Airlines;05:20;215;0.28;30;60;155
ET471;Ethiopian Airlines;20:05;323;0.15;50;48;275
KP929;ASKY Airlines;02:05;139;0.64;50;89;50
ET698;Ethiopian Airlines;22:15;124;0.6;35;74;50
KP574;ASKY Airlines;07:55;151;0.53;30;80;71
ET522;Ethiopian Airlines;18:15;174;0.62;75;108;66
ET455;Ethiopian Airlines;20:30;110;0.09;105;10;100
AS602;ASKY Airlines;10:55;235;0.43;90;101;134
KP901;ASKY Airlines;17:00;319;0.21;75;67;252
KP959;ASKY Airlines;09:50;143;0.51;45;73;70
KP963;ASKY Airlines;19:25;188;0.11;120;21;167
2J789;Air Burkina;11:50;147;0.21;75;31;116
AS523;ASKY Airlines;19:40;114;0.56;90;64;50
AT838;Royal Air Maroc;07:05;330;0.5;105;165;165
KP285;ASKY Airlines;18:55;115;0.65;105;75;40
AF514;Air France;20:20;211;0.44;50;93;118
AT905;Royal Air Maroc;15:45;301;0.23;50;69;232
ET528;Ethiopian Airlines;20:50;246;0.38;60;93;153
ET140;Ethiopian Airlines;17:45;139;0.62;90;86;53
KP492;ASKY Airlines;08:15;192;0.44;40;84;108
KP178;ASKY Airlines;03:15;300;0.58;40;174;126
SN816;Brussels Airlines;08:35;147;0.06;150;9;138
HF995;Air C̫te d'Ivoire;01:25;342;0.27;50;92;250
TK889;Turkish Airlines;08:30;348;0.61;150;212;136
AS643;ASKY Airlines;08:50;210;0.07;30;15;195
AF549;Air France;17:55;346;0.36;50;125;221
SN573;Brussels Airlines;10:40;287;0.26;105;75;212
AS350;ASKY Airlines;12:10;291;0.44;50;128;163
AS709;ASKY Airlines;05:50;130;0.15;75;20;110
AF235;Air France;08:05;121;0.44;120;53;68
ET583;Ethiopian Airlines;15:10;326;0.65;105;212;114
HF888;Air C̫te d'Ivoire;03:35;274;0.21;90;58;216
AS913;ASKY Airlines;01:40;323;0.33;50;107;216
AT654;Royal Air Maroc;06:45;279;0.07;35;20;259
AS831;ASKY Airlines;14:20;200;0.31;50;62;138
AS335;ASKY Airlines;05:35;282;0.29;120;82;200
AS297;ASKY Airlines;10:50;185;0.39;90;72;113
AT183;Royal Air Maroc;19:30;329;0.2;150;66;263
AF642;Air France;16:55;158;0.25;30;40;118
ET260;Ethiopian Airlines;03:55;244;0.42;120;102;142
AS170;ASKY Airlines;18:40;198;0.6;45;119;79
HF619;Air C̫te d'Ivoire;06:15;136;0.19;30;26;110
KP997;ASKY Airlines;10:45;267;0.46;50;123;144
AT151;Royal Air Maroc;12:10;131;0.36;35;47;84
KP392;ASKY Airlines;20:40;151;0.11;35;17;134
AS911;ASKY Airlines;02:35;320;0.39;75;125;195
ET564;Ethiopian Airlines;13:30;179;0.48;45;86;93
KP649;ASKY Airlines;01:00;234;0.41;35;96;138
AF966;Air France;17:05;138;0.11;150;15;123
ET479;Ethiopian Airlines;04:40;338;0.56;40;189;149
KP842;ASKY Airlines;12:20;280;0.07;40;20;260
HF577;Air C̫te d'Ivoire;12:00;255;0.19;35;48;207
AS679;ASKY Airlines;23:40;177;0.42;75;74;103
ET278;Ethiopian Airlines;23:00;261;0.18;30;47;214
SN456;Brussels Airlines;13:35;114;0.11;105;13;101
ET518;Ethiopian Airlines;11:20;166;0.36;50;60;106
AS300;ASKY Airlines;20:50;237;0.48;45;114;123
SN112;Brussels Airlines;12:55;195;0.3;40;58;137
ET542;Ethiopian Airlines;17:25;87;0.47;40;41;46
AS831;ASKY Airlines;12:00;186;0.57;40;106;80
AS855;ASKY Airlines;03:05;186;0.63;30;117;69
AT967;Royal Air Maroc;22:30;193;0.19;35;37;156
ET357;Ethiopian Airlines;21:05;89;0.41;150;36;53
ET669;Ethiopian Airlines;09:20;139;0.21;75;29;110
HF647;Air C̫te d'Ivoire;22:50;345;0.57;40;197;148
AT939;Royal Air Maroc;04:40;181;0.58;60;105;76
KP589;ASKY Airlines;17:20;142;0.24;45;34;108
AS993;ASKY Airlines;07:55;254;0.44;120;112;142
KP432;ASKY Airlines;13:10;276;0.58;50;160;116
AF661;Air France;01:50;301;0.36;90;108;193
KP131;ASKY Airlines;07:25;269;0.48;35;129;140
ET709;Ethiopian Airlines;15:30;207;0.53;120;110;97
AT142;Royal Air Maroc;06:45;125;0.57;50;71;54
HF992;Air C̫te d'Ivoire;02:50;148;0.36;35;53;95
KP433;ASKY Airlines;03:45;137;0.62;105;85;52
AT921;Royal Air Maroc;06:50;295;0.43;35;127;168
KP369;ASKY Airlines;03:35;194;0.14;30;27;167
HF922;Air C̫te d'Ivoire;08:10;89;0.42;45;37;52
KP674;ASKY Airlines;22:50;348;0.23;75;80;268
KP446;ASKY Airlines;16:15;165;0.27;35;45;120
AT712;Royal Air Maroc;16:45;226;0.54;150;122;104
KP718;ASKY Airlines;19:15;197;0.63;120;124;73
AS919;ASKY Airlines;13:05;214;0.57;105;122;92
AF284;Air France;13:30;94;0.25;30;24;70
AF827;Air France;12:55;285;0.32;30;91;194
ET127;Ethiopian Airlines;03:15;312;0.64;90;200;112
AF647;Air France;12:15;145;0.6;50;87;58
ET471;Ethiopian Airlines;20:55;83;0.64;105;53;30
AS629;ASKY Airlines;16:35;82;0.31;90;25;57
KP518;ASKY Airlines;14:25;338;0.53;60;179;159
AS177;ASKY Airlines;17:25;282;0.57;45;161;121
SN266;Brussels Airlines;10:50;319;0.08;60;26;293
ET189;Ethiopian Airlines;03:40;172;0.21;35;36;136
AS571;ASKY Airlines;19:15;102;0.58;50;59;43
ET307;Ethiopian Airlines;10:40;166;0.28;120;46;120
TK823;Turkish Airlines;09:00;130;0.22;40;29;101
KP362;ASKY Airlines;21:50;122;0.21;40;26;96
ET605;Ethiopian Airlines;12:40;283;0.28;30;79;204
ET884;Ethiopian Airlines;21:00;137;0.2;150;27;110
ET611;Ethiopian Airlines;07:30;138;0.05;90;7;131
AS825;ASKY Airlines;12:25;247;0.15;120;37;210
HF985;Air C̫te d'Ivoire;08:30;253;0.58;40;147;106
SN675;Brussels Airlines;00:40;286;0.1;30;29;257
ET623;Ethiopian Airlines;00:45;190;0.3;45;57;133
AF821;Air France;14:15;102;0.32;30;33;69
SN411;Brussels Airlines;21:55;312;0.52;30;162;150
AF273;Air France;03:40;251;0.2;30;50;201
KP867;ASKY Airlines;19:10;90;0.24;35;22;68
ET562;Ethiopian Airlines;00:45;139;0.06;30;8;131
ET200;Ethiopian Airlines;11:50;311;0.59;60;183;128
AS808;ASKY Airlines;10:50;314;0.46;75;144;170
AF357;Air France;18:40;82;0.21;30;17;65
SN995;Brussels Airlines;14:00;223;0.58;120;129;94
SN343;Brussels Airlines;20:20;309;0.1;30;31;278
ET447;Ethiopian Airlines;09:45;88;0.27;150;24;64
KP204;ASKY Airlines;00:20;272;0.39;120;106;166
2J793;Air Burkina;23:00;206;0.35;105;72;134
HF766;Air C̫te d'Ivoire;02:00;127;0.44;105;56;71
KP268;ASKY Airlines;13:10;186;0.23;30;43;143
SN519;Brussels Airlines;14:40;343;0.5;150;172;171
HF146;Air C̫te d'Ivoire;00:30;332;0.29;90;96;236
ET142;Ethiopian Airlines;09:25;106;0.13;40;14;92
ET420;Ethiopian Airlines;21:40;88;0.49;75;43;45
AS320;ASKY Airlines;00:15;299;0.6;30;179;120
KP811;ASKY Airlines;14:15;237;0.27;75;64;173
KP243;ASKY Airlines;02:10;93;0.4;150;37;56
AT989;Royal Air Maroc;20:20;108;0.46;30;50;58
AS953;ASKY Airlines;19:20;105;0.55;40;58;47
AS889;ASKY Airlines;22:55;293;0.17;75;50;243
KP943;ASKY Airlines;21:45;222;0.39;30;87;135
ET758;Ethiopian Airlines;11:30;194;0.49;105;95;99
SN956;Brussels Airlines;18:30;297;0.17;50;50;247
AS926;ASKY Airlines;15:25;160;0.33;35;53;107
KP266;ASKY Airlines;07:15;280;0.33;45;92;188
AF734;Air France;23:30;146;0.55;90;80;66
ET685;Ethiopian Airlines;13:05;328;0.52;45;171;157
KP348;ASKY Airlines;17:55;223;0.19;120;42;181
ET874;Ethiopian Airlines;22:40;220;0.19;50;42;178
AS456;ASKY Airlines;00:30;175;0.48;35;84;91
KP791;ASKY Airlines;01:05;197;0.49;50;97;100
ET799;Ethiopian Airlines;23:45;264;0.16;75;42;222
AS818;ASKY Airlines;11:05;324;0.3;105;97;227
SN333;Brussels Airlines;16:25;280;0.55;90;154;126
AS125;ASKY Airlines;01:50;189;0.1;120;19;170
ET480;Ethiopian Airlines;16:30;291;0.27;150;79;212
ET829;Ethiopian Airlines;20:40;338;0.44;60;149;189
AS445;ASKY Airlines;06:15;243;0.51;105;124;119
AF477;Air France;05:35;176;0.44;75;77;99
AS116;ASKY Airlines;05:45;289;0.29;40;84;205
TK344;Turkish Airlines;21:05;115;0.65;150;75;40
AS869;ASKY Airlines;07:25;345;0.07;30;24;321
AS816;ASKY Airlines;04:15;179;0.35;50;63;116
KP682;ASKY Airlines;14:35;100;0.36;105;36;64
2J787;Air Burkina;06:40;296;0.19;90;56;240
ET301;Ethiopian Airlines;02:05;183;0.39;60;71;112
ET347;Ethiopian Airlines;09:30;191;0.18;90;34;157
AS108;ASKY Airlines;02:30;298;0.32;90;95;203
AF697;Air France;13:35;199;0.31;40;62;137
KP339;ASKY Airlines;21:20;328;0.51;60;167;161
HF684;Air C̫te d'Ivoire;02:50;175;0.62;75;108;67
KP960;ASKY Airlines;00:10;267;0.17;35;45;222
KP695;ASKY Airlines;00:00;223;0.64;150;143;80
KP654;ASKY Airlines;18:15;107;0.61;75;65;42
ET874;Ethiopian Airlines;03:10;85;0.12;120;10;75
ET191;Ethiopian Airlines;01:05;341;0.6;60;205;136
KP183;ASKY Airlines;10:25;309;0.39;35;121;188
AT399;Royal Air Maroc;23:30;201;0.58;35;117;84
ET395;Ethiopian Airlines;11:45;273;0.62;60;169;104
ET746;Ethiopian Airlines;12:30;184;0.57;40;105;79
AS380;ASKY Airlines;15:55;278;0.29;60;81;197
KP158;ASKY Airlines;15:35;141;0.43;105;61;80
ET970;Ethiopian Airlines;18:05;159;0.33;120;52;107
AS441;ASKY Airlines;22:50;254;0.27;30;69;185
KP564;ASKY Airlines;19:55;88;0.2;40;18;70
HF979;Air C̫te d'Ivoire;20:45;259;0.31;35;80;179
TK441;Turkish Airlines;19:25;350;0.53;150;186;164
AS161;ASKY Airlines;08:25;241;0.56;40;135;106
AS724;ASKY Airlines;15:45;285;0.62;35;177;108
ET528;Ethiopian Airlines;06:55;139;0.22;40;31;108
AS827;ASKY Airlines;12:00;265;0.44;45;117;148
AS927;ASKY Airlines;03:05;154;0.47;75;72;82
AS927;ASKY Airlines;12:40;173;0.16;35;28;145
AF973;Air France;07:35;146;0.27;35;39;107
AF869;Air France;01:55;81;0.26;35;21;60
AS446;ASKY Airlines;06:15;257;0.64;60;164;93
AS403;ASKY Airlines;10:25;221;0.63;90;139;82
KP344;ASKY Airlines;16:05;123;0.54;45;66;57
AF856;Air France;23:55;253;0.33;120;83;170
AS879;ASKY Airlines;13:20;310;0.21;40;65;245
AS831;ASKY Airlines;12:05;315;0.6;105;189;126
AT922;Royal Air Maroc;14:20;172;0.21;30;36;136
AS977;ASKY Airlines;21:30;123;0.36;120;44;79
AF316;Air France;20:30;106;0.2;35;21;85
AS573;ASKY Airlines;08:40;118;0.63;75;74;44
AS277;ASKY Airlines;02:10;327;0.08;40;26;301
KP868;ASKY Airlines;12:55;129;0.15;105;19;110
AF116;Air France;12:15;288;0.51;30;147;141
HF810;Air C̫te d'Ivoire;08:40;203;0.14;105;28;175
HF929;Air C̫te d'Ivoire;17:35;328;0.64;60;210;118
AS161;ASKY Airlines;04:55;230;0.24;30;55;175
AF168;Air France;10:30;143;0.6;105;86;57
KP970;ASKY Airlines;01:35;320;0.45;105;144;176
AS261;ASKY Airlines;16:40;246;0.43;120;106;140
HF838;Air C̫te d'Ivoire;22:55;319;0.6;150;191;128
KP587;ASKY Airlines;19:15;128;0.36;50;46;82
AS530;ASKY Airlines;20:20;266;0.29;75;77;189
KP958;ASKY Airlines;03:40;227;0.18;40;41;186
KP329;ASKY Airlines;21:30;268;0.14;90;38;230
AS277;ASKY Airlines;17:15;190;0.53;40;101;89
ET956;Ethiopian Airlines;23:25;344;0.13;120;45;299
AS667;ASKY Airlines;19:50;316;0.29;75;92;224
HF689;Air C̫te d'Ivoire;07:00;238;0.3;45;71;167
AT369;Royal Air Maroc;18:00;139;0.45;50;63;76
AS892;ASKY Airlines;11:40;154;0.22;75;34;120
AS850;ASKY Airlines;10:35;307;0.55;35;169;138
KP899;ASKY Airlines;15:00;233;0.17;45;40;193
ET181;Ethiopian Airlines;04:50;320;0.52;75;166;154
AS861;ASKY Airlines;02:05;306;0.56;40;171;135
ET292;Ethiopian Airlines;11:15;248;0.17;45;42;206
AS288;ASKY Airlines;14:00;341;0.54;120;184;157
ET375;Ethiopian Airlines;15:05;88;0.48;90;42;46
AS109;ASKY Airlines;12:20;177;0.57;40;101;76
KP315;ASKY Airlines;06:35;91;0.36;105;33;58
TK389;Turkish Airlines;14:25;150;0.19;50;28;122
AT544;Royal Air Maroc;02:25;214;0.6;35;128;86
AS651;ASKY Airlines;11:15;338;0.52;90;176;162
HF292;Air C̫te d'Ivoire;07:05;84;0.06;120;5;79
ET738;Ethiopian Airlines;11:10;318;0.61;90;194;124
HF388;Air C̫te d'Ivoire;17:25;178;0.62;30;110;68
AT682;Royal Air Maroc;02:25;230;0.26;105;60;170
KP243;ASKY Airlines;11:20;337;0.06;35;20;317
KP965;ASKY Airlines;22:25;228;0.38;45;87;141
AS506;ASKY Airlines;20:50;221;0.6;60;133;88
ET910;Ethiopian Airlines;22:25;330;0.12;105;40;290
ET469;Ethiopian Airlines;01:00;313;0.4;30;125;188
KP540;ASKY Airlines;13:25;211;0.49;105;103;108
KP880;ASKY Airlines;13:20;126;0.13;90;16;110
HF995;Air C̫te d'Ivoire;03:35;173;0.36;75;62;111
2J750;Air Burkina;16:40;328;0.1;35;33;295
ET663;Ethiopian Airlines;14:25;99;0.38;75;38;61
KP628;ASKY Airlines;15:55;259;0.32;35;83;176
KP112;ASKY Airlines;04:55;215;0.21;105;45;170
AS439;ASKY Airlines;23:45;316;0.56;45;177;139
SN964;Brussels Airlines;16:15;269;0.28;35;75;194
AS963;ASKY Airlines;22:10;291;0.47;50;137;154
ET875;Ethiopian Airlines;06:45;143;0.52;105;74;69
